C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\transformers\tokenization_utils_base.py:1601: FutureWarning: `clean_up_tokenization_spaces` was not set. It will be set to `True` by default. This behavior will be depracted in transformers v4.45, and will be then set to `False` by default. For more details check this issue: https://github.com/huggingface/transformers/issues/31884
  warnings.warn(
2024-09-25 02:50:28,665 - INFO - Loaded audio embeddings from embeddings/audio_embeddings.pt.
2024-09-25 02:51:43,058 - INFO - Loaded transcriptions from E:\Ted\Text Chunks.
2024-09-25 02:51:43,177 - INFO - Loaded 123493 samples from the dataset.
c:\Users\LydoSr\Desktop\multimodal-llm\train.py:63: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()  # For mixed precision
Epoch 1/3
c:\Users\LydoSr\Desktop\multimodal-llm\train.py:75: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast():
C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\transformers\models\gpt2\modeling_gpt2.py:544: UserWarning: 1Torch was not compiled with flash attention. (Triggered internally at C:\cb\pytorch_1000000000000\work\aten\src\ATen\native\transformers\cuda\sdp_utils.cpp:555.)
  attn_output = torch.nn.functional.scaled_dot_product_attention(
  Batch 2860 Loss: 3.3700
  Batch 2864 Loss: 3.5481
  Batch 2868 Loss: 3.4886
  Batch 2872 Loss: 3.3254
  Batch 2876 Loss: 4.0812
  Batch 2880 Loss: 3.5483
  Batch 2884 Loss: 3.7784
  Batch 2888 Loss: 3.4922
  Batch 2892 Loss: 3.5793
  Batch 2896 Loss: 3.2754
  Batch 2900 Loss: 3.4397
  Batch 2904 Loss: 3.3103
  Batch 2908 Loss: 3.8836
  Batch 2912 Loss: 3.6623
  Batch 2916 Loss: 3.6301
  Batch 2920 Loss: 3.2132
  Batch 2924 Loss: 3.5195
  Batch 2928 Loss: 3.7038
  Batch 2932 Loss: 3.9809
  Batch 2936 Loss: 3.3027
  Batch 2940 Loss: 3.4526
  Batch 2944 Loss: 3.9136
  Batch 2948 Loss: 3.9134
  Batch 2952 Loss: 3.3184
  Batch 2956 Loss: 4.0827
  Batch 2960 Loss: 3.5638
  Batch 2964 Loss: 3.1024
  Batch 2968 Loss: 3.5033
  Batch 2972 Loss: 3.7019
  Batch 2976 Loss: 4.0729
  Batch 2980 Loss: 3.5574
  Batch 2984 Loss: 3.0212
  Batch 2988 Loss: 3.7324
  Batch 2992 Loss: 3.6686
  Batch 2996 Loss: 3.6281
  Batch 3000 Loss: 3.8847
  Batch 3004 Loss: 3.5695
  Batch 3008 Loss: 3.7757
  Batch 3012 Loss: 3.8392
  Batch 3016 Loss: 3.0929
  Batch 3020 Loss: 3.3233
  Batch 3024 Loss: 3.4174
  Batch 3028 Loss: 3.5953
  Batch 3032 Loss: 4.2455
  Batch 3036 Loss: 3.6895
  Batch 3040 Loss: 3.5284
  Batch 3044 Loss: 3.1946
  Batch 3048 Loss: 3.3456
  Batch 3052 Loss: 3.5912
  Batch 3056 Loss: 3.0538
  Batch 3060 Loss: 3.7235
  Batch 3064 Loss: 3.1679
  Batch 3068 Loss: 3.6308
  Batch 3072 Loss: 3.2933
  Batch 3076 Loss: 3.4278
  Batch 3080 Loss: 3.6844
  Batch 3084 Loss: 3.0559
  Batch 3088 Loss: 3.6452
  Batch 3092 Loss: 3.1996
  Batch 3096 Loss: 4.0784
  Batch 3100 Loss: 4.2747
  Batch 3104 Loss: 3.3717
  Batch 3108 Loss: 3.9666
  Batch 3112 Loss: 3.0947
  Batch 3116 Loss: 3.6147
  Batch 3120 Loss: 4.3670
  Batch 3124 Loss: 3.3516
  Batch 3128 Loss: 3.5733
  Batch 3132 Loss: 3.4344
  Batch 3136 Loss: 3.3370
  Batch 3140 Loss: 3.8358
  Batch 3144 Loss: 3.3748
  Batch 3148 Loss: 3.5563
  Batch 3152 Loss: 3.6434
  Batch 3156 Loss: 3.4551
  Batch 3160 Loss: 3.6953
  Batch 3164 Loss: 3.6990
  Batch 3168 Loss: 3.9183
  Batch 3172 Loss: 3.1278
  Batch 3176 Loss: 3.4961
  Batch 3180 Loss: 3.5894
  Batch 3184 Loss: 3.2796
  Batch 3188 Loss: 4.2262
  Batch 3192 Loss: 4.1313
  Batch 3196 Loss: 3.1755
  Batch 3200 Loss: 3.2242
  Batch 3204 Loss: 3.7206
  Batch 3208 Loss: 3.3749
  Batch 3212 Loss: 3.3032
  Batch 3216 Loss: 3.2603
  Batch 3220 Loss: 3.7230
  Batch 3224 Loss: 3.3622
  Batch 3228 Loss: 3.1512
  Batch 3232 Loss: 3.7021
  Batch 3236 Loss: 3.0643
  Batch 3240 Loss: 3.7552
  Batch 3244 Loss: 3.1617
  Batch 3248 Loss: 3.6531
  Batch 3252 Loss: 3.8903
  Batch 3256 Loss: 3.1631
  Batch 3260 Loss: 3.4659
  Batch 3264 Loss: 2.9694
  Batch 3268 Loss: 2.7514
  Batch 3272 Loss: 3.5984
  Batch 3276 Loss: 4.0212
  Batch 3280 Loss: 3.7369
  Batch 3284 Loss: 3.2920
  Batch 3288 Loss: 3.3255
  Batch 3292 Loss: 3.4416
  Batch 3296 Loss: 3.3214
  Batch 3300 Loss: 3.4602
  Batch 3304 Loss: 3.5875
  Batch 3308 Loss: 2.8033
  Batch 3312 Loss: 4.3921
  Batch 3316 Loss: 3.8438
  Batch 3320 Loss: 3.5217
  Batch 3324 Loss: 3.8066
  Batch 3328 Loss: 2.9056
  Batch 3332 Loss: 3.8940
  Batch 3336 Loss: 3.3634
  Batch 3340 Loss: 2.9684
  Batch 3344 Loss: 3.8756
  Batch 3348 Loss: 3.4734
  Batch 3352 Loss: 3.5109
  Batch 3356 Loss: 4.6220
  Batch 3360 Loss: 3.9509
  Batch 3364 Loss: 3.4919
  Batch 3368 Loss: 3.3387
  Batch 3372 Loss: 3.6682
  Batch 3376 Loss: 4.0810
  Batch 3380 Loss: 3.9653
  Batch 3384 Loss: 3.7727
  Batch 3388 Loss: 3.5995
  Batch 3392 Loss: 3.2648
  Batch 3396 Loss: 3.7790
  Batch 3400 Loss: 3.1056
  Batch 3404 Loss: 3.6288
  Batch 3408 Loss: 3.0455
  Batch 3412 Loss: 3.8801
  Batch 3416 Loss: 3.5176
  Batch 3420 Loss: 4.0221
  Batch 3424 Loss: 3.6486
  Batch 3428 Loss: 3.9141
  Batch 3432 Loss: 3.3432
  Batch 3436 Loss: 3.4220
  Batch 3440 Loss: 3.8411
  Batch 3444 Loss: 3.0732
  Batch 3448 Loss: 3.8514
  Batch 3452 Loss: 3.5815
  Batch 3456 Loss: 3.0918
  Batch 3460 Loss: 3.1127
  Batch 3464 Loss: 3.8688
  Batch 3468 Loss: 3.4197
  Batch 3472 Loss: 3.6127
  Batch 3476 Loss: 3.6355
  Batch 3480 Loss: 3.7137
  Batch 3484 Loss: 3.5886
  Batch 3488 Loss: 3.2289
  Batch 3492 Loss: 2.6424
  Batch 3496 Loss: 3.6978
  Batch 3500 Loss: 3.5355
  Batch 3504 Loss: 3.5786
  Batch 3508 Loss: 3.3949
  Batch 3512 Loss: 3.5778
  Batch 3516 Loss: 3.8987
  Batch 3520 Loss: 3.2141
  Batch 3524 Loss: 3.5083
  Batch 3528 Loss: 3.2635
  Batch 3532 Loss: 3.5035
  Batch 3536 Loss: 3.1472
  Batch 3540 Loss: 3.4837
  Batch 3544 Loss: 4.1019
  Batch 3548 Loss: 3.1079
  Batch 3552 Loss: 3.9538
  Batch 3556 Loss: 3.5162
  Batch 3560 Loss: 4.0876
  Batch 3564 Loss: 3.0777
  Batch 3568 Loss: 3.4582
  Batch 3572 Loss: 3.4841
  Batch 3576 Loss: 3.3679
  Batch 3580 Loss: 3.3118
  Batch 3584 Loss: 3.9796
  Batch 3588 Loss: 3.6052
  Batch 3592 Loss: 3.1819
  Batch 3596 Loss: 2.7813
  Batch 3600 Loss: 3.4501
  Batch 3604 Loss: 3.3937
  Batch 3608 Loss: 3.7290
  Batch 3612 Loss: 3.3653
  Batch 3616 Loss: 3.7738
  Batch 3620 Loss: 3.2115
  Batch 3624 Loss: 3.3415
  Batch 3628 Loss: 3.4983
  Batch 3632 Loss: 3.2314
  Batch 3636 Loss: 3.6576
  Batch 3640 Loss: 4.3046
  Batch 3644 Loss: 3.6402
  Batch 3648 Loss: 3.1370
  Batch 3652 Loss: 3.1484
  Batch 3656 Loss: 3.7910
  Batch 3660 Loss: 3.1608
  Batch 3664 Loss: 3.2136
  Batch 3668 Loss: 3.5970
  Batch 3672 Loss: 3.6735
  Batch 3676 Loss: 4.1702
  Batch 3680 Loss: 3.3617
  Batch 3684 Loss: 3.4890
  Batch 3688 Loss: 3.8224
  Batch 3692 Loss: 3.3903
  Batch 3696 Loss: 3.3997
  Batch 3700 Loss: 3.9704
  Batch 3704 Loss: 4.0111
  Batch 3708 Loss: 4.5352
  Batch 3712 Loss: 3.2991
  Batch 3716 Loss: 3.1854
  Batch 3720 Loss: 3.5085
  Batch 3724 Loss: 3.6668
  Batch 3728 Loss: 3.5228
  Batch 3732 Loss: 3.3612
  Batch 3736 Loss: 4.5845
  Batch 3740 Loss: 3.1762
  Batch 3744 Loss: 3.6970
  Batch 3748 Loss: 3.4391
  Batch 3752 Loss: 3.5523
  Batch 3756 Loss: 4.4248
  Batch 3760 Loss: 2.9261
  Batch 3764 Loss: 3.1527
  Batch 3768 Loss: 3.3775
  Batch 3772 Loss: 3.3676
  Batch 3776 Loss: 4.3190
  Batch 3780 Loss: 3.0668
  Batch 3784 Loss: 3.4446
  Batch 3788 Loss: 3.6145
  Batch 3792 Loss: 3.3333
  Batch 3796 Loss: 3.8875
  Batch 3800 Loss: 3.3188
  Batch 3804 Loss: 3.6324
  Batch 3808 Loss: 3.4385
  Batch 3812 Loss: 3.7645
  Batch 3816 Loss: 2.9946
  Batch 3820 Loss: 3.5656
  Batch 3824 Loss: 3.6877
  Batch 3828 Loss: 3.5882
  Batch 3832 Loss: 3.4210
  Batch 3836 Loss: 3.7402
  Batch 3840 Loss: 3.7987
  Batch 3844 Loss: 3.5801
  Batch 3848 Loss: 3.3763
  Batch 3852 Loss: 3.7638
  Batch 3856 Loss: 3.1557
  Batch 3860 Loss: 3.5475
  Batch 3864 Loss: 2.8753
  Batch 3868 Loss: 4.1102
  Batch 3872 Loss: 3.7505
  Batch 3876 Loss: 3.5630
  Batch 3880 Loss: 3.1663
  Batch 3884 Loss: 3.9904
  Batch 3888 Loss: 4.4204
  Batch 3892 Loss: 3.8513
  Batch 3896 Loss: 2.9496
  Batch 3900 Loss: 3.8934
  Batch 3904 Loss: 3.1219
  Batch 3908 Loss: 3.5010
  Batch 3912 Loss: 3.1509
  Batch 3916 Loss: 3.6798
  Batch 3920 Loss: 3.3741
  Batch 3924 Loss: 3.3015
  Batch 3928 Loss: 4.3063
  Batch 3932 Loss: 3.4245
  Batch 3936 Loss: 3.6992
  Batch 3940 Loss: 3.0206
  Batch 3944 Loss: 3.9411
  Batch 3948 Loss: 2.8632
  Batch 3952 Loss: 3.5074
  Batch 3956 Loss: 3.2663
  Batch 3960 Loss: 3.5046
  Batch 3964 Loss: 3.4035
  Batch 3968 Loss: 3.3946
  Batch 3972 Loss: 3.7380
  Batch 3976 Loss: 3.4233
  Batch 3980 Loss: 5.1070
  Batch 3984 Loss: 3.8380
  Batch 3988 Loss: 3.2042
  Batch 3992 Loss: 3.4074
  Batch 3996 Loss: 3.2055
  Batch 4000 Loss: 3.2193
  Batch 4004 Loss: 3.7161
  Batch 4008 Loss: 3.8351
  Batch 4012 Loss: 2.9857
  Batch 4016 Loss: 3.8218
  Batch 4020 Loss: 3.7537
  Batch 4024 Loss: 3.7294
  Batch 4028 Loss: 3.6277
  Batch 4032 Loss: 2.9220
  Batch 4036 Loss: 3.5587
  Batch 4040 Loss: 3.5073
  Batch 4044 Loss: 3.6238
  Batch 4048 Loss: 3.4802
  Batch 4052 Loss: 3.2792
  Batch 4056 Loss: 3.2531
  Batch 4060 Loss: 3.3575
  Batch 4064 Loss: 3.7716
  Batch 4068 Loss: 3.5512
  Batch 4072 Loss: 4.2258
  Batch 4076 Loss: 3.5012
  Batch 4080 Loss: 3.2801
  Batch 4084 Loss: 3.4621
  Batch 4088 Loss: 3.7149
  Batch 4092 Loss: 3.3517
  Batch 4096 Loss: 3.1600
  Batch 4100 Loss: 3.1959
  Batch 4104 Loss: 3.3455
  Batch 4108 Loss: 3.8650
  Batch 4112 Loss: 2.9691
  Batch 4116 Loss: 3.2512
  Batch 4120 Loss: 3.5669
  Batch 4124 Loss: 3.7126
  Batch 4128 Loss: 3.1873
  Batch 4132 Loss: 2.9819
  Batch 4136 Loss: 3.1785
  Batch 4140 Loss: 3.5072
  Batch 4144 Loss: 3.3033
  Batch 4148 Loss: 3.3314
  Batch 4152 Loss: 3.1009
  Batch 4156 Loss: 3.9134
  Batch 4160 Loss: 3.4929
  Batch 4164 Loss: 3.1072
  Batch 4168 Loss: 3.0660
  Batch 4172 Loss: 3.5866
  Batch 4176 Loss: 3.7263
  Batch 4180 Loss: 3.4761
  Batch 4184 Loss: 3.2065
  Batch 4188 Loss: 2.8680
  Batch 4192 Loss: 3.8179
  Batch 4196 Loss: 3.5148
  Batch 4200 Loss: 3.3181
  Batch 4204 Loss: 3.7643
  Batch 4208 Loss: 3.4229
  Batch 4212 Loss: 2.7489
  Batch 4216 Loss: 2.9382
  Batch 4220 Loss: 3.5849
  Batch 4224 Loss: 3.3598
  Batch 4228 Loss: 2.9354
  Batch 4232 Loss: 3.4667
  Batch 4236 Loss: 3.2794
  Batch 4240 Loss: 3.4579
  Batch 4244 Loss: 3.6576
  Batch 4248 Loss: 3.6208
  Batch 4252 Loss: 3.2159
  Batch 4256 Loss: 3.8492
  Batch 4260 Loss: 3.5566
  Batch 4264 Loss: 3.6456
  Batch 4268 Loss: 4.0440
  Batch 4272 Loss: 3.3777
  Batch 4276 Loss: 3.3988
  Batch 4280 Loss: 3.0064
  Batch 4284 Loss: 3.2901
  Batch 4288 Loss: 2.9533
  Batch 4292 Loss: 3.5073
  Batch 4296 Loss: 3.4387
  Batch 4300 Loss: 3.9283
  Batch 4304 Loss: 2.9341
  Batch 4308 Loss: 3.4639
  Batch 4312 Loss: 3.5374
  Batch 4316 Loss: 3.8965
  Batch 4320 Loss: 3.3201
  Batch 4324 Loss: 3.9434
  Batch 4328 Loss: 3.9503
  Batch 4332 Loss: 3.8221
  Batch 4336 Loss: 3.2857
  Batch 4340 Loss: 2.8376
  Batch 4344 Loss: 3.0903
  Batch 4348 Loss: 3.6630
  Batch 4352 Loss: 3.2057
  Batch 4356 Loss: 3.6042
  Batch 4360 Loss: 3.2074
  Batch 4364 Loss: 3.5114
  Batch 4368 Loss: 3.3538
  Batch 4372 Loss: 3.3496
  Batch 4376 Loss: 3.2299
  Batch 4380 Loss: 3.5464
  Batch 4384 Loss: 3.6569
  Batch 4388 Loss: 3.4991
  Batch 4392 Loss: 3.7938
  Batch 4396 Loss: 3.5876
  Batch 4400 Loss: 3.1845
  Batch 4404 Loss: 3.7492
  Batch 4408 Loss: 3.2590
  Batch 4412 Loss: 3.2915
  Batch 4416 Loss: 3.1611
  Batch 4420 Loss: 4.2405
  Batch 4424 Loss: 3.5316
  Batch 4428 Loss: 3.5316
  Batch 4432 Loss: 4.5477
  Batch 4436 Loss: 3.3625
  Batch 4440 Loss: 4.0362
  Batch 4444 Loss: 3.3612
  Batch 4448 Loss: 3.3508
  Batch 4452 Loss: 2.8091
  Batch 4456 Loss: 3.8580
  Batch 4460 Loss: 3.2408
  Batch 4464 Loss: 3.4669
  Batch 4468 Loss: 4.1921
  Batch 4472 Loss: 4.0988
  Batch 4476 Loss: 3.9160
  Batch 4480 Loss: 3.4462
  Batch 4484 Loss: 3.4786
  Batch 4488 Loss: 2.9819
  Batch 4492 Loss: 3.2714
  Batch 4496 Loss: 3.0793
  Batch 4500 Loss: 3.4613
  Batch 4504 Loss: 3.5831
  Batch 4508 Loss: 3.5474
  Batch 4512 Loss: 2.9455
  Batch 4516 Loss: 3.2802
  Batch 4520 Loss: 3.5111
  Batch 4524 Loss: 3.2519
  Batch 4528 Loss: 3.5977
  Batch 4532 Loss: 3.4827
  Batch 4536 Loss: 3.7872
  Batch 4540 Loss: 3.5678
  Batch 4544 Loss: 3.4537
  Batch 4548 Loss: 3.5974
  Batch 4552 Loss: 3.3110
  Batch 4556 Loss: 3.7358
  Batch 4560 Loss: 3.6098
  Batch 4564 Loss: 3.2207
  Batch 4568 Loss: 3.2308
  Batch 4572 Loss: 3.8114
  Batch 4576 Loss: 3.6804
  Batch 4580 Loss: 3.4072
  Batch 4584 Loss: 3.2938
  Batch 4588 Loss: 3.2024
  Batch 4592 Loss: 3.4898
  Batch 4596 Loss: 3.1883
  Batch 4600 Loss: 3.3055
  Batch 4604 Loss: 3.1688
  Batch 4608 Loss: 3.1370
  Batch 4612 Loss: 3.7949
  Batch 4616 Loss: 3.4574
  Batch 4620 Loss: 3.7568
  Batch 4624 Loss: 3.1218
  Batch 4628 Loss: 3.4466
  Batch 4632 Loss: 3.2519
  Batch 4636 Loss: 3.0667
  Batch 4640 Loss: 3.6131
  Batch 4644 Loss: 3.3290
  Batch 4648 Loss: 4.0922
  Batch 4652 Loss: 3.7214
  Batch 4656 Loss: 3.2401
  Batch 4660 Loss: 3.2790
  Batch 4664 Loss: 3.9226
  Batch 4668 Loss: 3.1333
  Batch 4672 Loss: 2.8044
  Batch 4676 Loss: 3.2464
  Batch 4680 Loss: 3.5008
  Batch 4684 Loss: 2.7091
  Batch 4688 Loss: 3.2881
  Batch 4692 Loss: 3.4465
  Batch 4696 Loss: 3.6322
  Batch 4700 Loss: 2.9659
  Batch 4704 Loss: 3.4677
  Batch 4708 Loss: 3.2614
  Batch 4712 Loss: 2.7484
  Batch 4716 Loss: 3.4381
  Batch 4720 Loss: 3.5139
  Batch 4724 Loss: 3.4990
  Batch 4728 Loss: 3.3590
  Batch 4732 Loss: 3.8016
  Batch 4736 Loss: 3.4518
  Batch 4740 Loss: 2.8143
  Batch 4744 Loss: 2.9342
  Batch 4748 Loss: 3.5865
  Batch 4752 Loss: 3.8922
  Batch 4756 Loss: 3.6739
  Batch 4760 Loss: 3.4236
  Batch 4764 Loss: 3.0881
  Batch 4768 Loss: 3.7175
  Batch 4772 Loss: 4.0442
  Batch 4776 Loss: 3.2608
  Batch 4780 Loss: 3.7020
  Batch 4784 Loss: 3.1056
  Batch 4788 Loss: 3.7699
  Batch 4792 Loss: 3.4058
  Batch 4796 Loss: 2.9211
  Batch 4800 Loss: 3.2094
  Batch 4804 Loss: 3.3499
  Batch 4808 Loss: 3.5389
  Batch 4812 Loss: 3.5714
  Batch 4816 Loss: 3.4053
  Batch 4820 Loss: 3.5071
  Batch 4824 Loss: 3.7897
  Batch 4828 Loss: 3.3358
  Batch 4832 Loss: 3.9339
  Batch 4836 Loss: 3.6936
  Batch 4840 Loss: 3.0011
  Batch 4844 Loss: 3.2016
  Batch 4848 Loss: 3.5203
  Batch 4852 Loss: 3.2450
  Batch 4856 Loss: 3.2266
  Batch 4860 Loss: 3.7600
  Batch 4864 Loss: 3.8229
  Batch 4868 Loss: 3.3350
  Batch 4872 Loss: 3.6646
  Batch 4876 Loss: 3.2712
  Batch 4880 Loss: 2.4927
  Batch 4884 Loss: 4.5547
  Batch 4888 Loss: 2.9719
  Batch 4892 Loss: 3.2821
  Batch 4896 Loss: 3.6280
  Batch 4900 Loss: 3.4526
  Batch 4904 Loss: 3.3803
  Batch 4908 Loss: 3.7300
  Batch 4912 Loss: 2.9605
  Batch 4916 Loss: 3.5261
  Batch 4920 Loss: 3.0623
  Batch 4924 Loss: 3.9441
  Batch 4928 Loss: 3.4167
  Batch 4932 Loss: 3.2885
  Batch 4936 Loss: 3.3741
  Batch 4940 Loss: 2.9331
  Batch 4944 Loss: 2.7703
  Batch 4948 Loss: 3.2905
  Batch 4952 Loss: 3.4317
  Batch 4956 Loss: 3.7550
  Batch 4960 Loss: 3.3555
  Batch 4964 Loss: 3.6251
  Batch 4968 Loss: 3.7638
  Batch 4972 Loss: 3.5147
  Batch 4976 Loss: 3.9857
  Batch 4980 Loss: 3.1617
Traceback (most recent call last):
  File "c:\Users\LydoSr\Desktop\multimodal-llm\train.py", line 125, in <module>
    train()
  File "c:\Users\LydoSr\Desktop\multimodal-llm\train.py", line 91, in train
    scaler.scale(loss).backward()
  File "C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\torch\_tensor.py", line 521, in backward
    torch.autograd.backward(
  File "C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\torch\autograd\__init__.py", line 289, in backward
    _engine_run_backward(
  File "C:\Users\LydoSr\anaconda3\envs\multimod\Lib\site-packages\torch\autograd\graph.py", line 769, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
KeyboardInterrupt
